Book	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
book170		is too suffocating		suffocate			NOT progressive	A		present	yes	no			T
book69		was trying		try			past	A		past	yes	no			T
book257		's just telling		tell	c		present	A		present	yes	yes			T
book115		Is he coming		come			present	A	q	future	no	no			T
book132		been singing		sing	c		perfect	A		past	yes	no			T
book190		be left behind, holding		hold			NOT progressive	A		modal/infinitive	yes	no			T
book87		is going		go			GOING TO	A		present	yes	no			T
book41		was either a beast roaring		roar			NOT progressive	A		past	yes	no			T
book9		're going		go	c		GOING TO	A		present	yes	no			T
book271		're having		have	c		present	A		present	yes	no			T
book212		was no help in descending		descend			NOT progressive	A		past	yes	no			T
book156		been home, waiting		wait			NOT progressive	A		perfect	yes	no			T
book49		're chucking		chuck	c		present	A		present	no	yes			T
book136		be sure of stopping		stop			NOT progressive	A		modal/infinitive	yes	no			T
book37		was only thinking		think of			past	A		past	yes	no			T
book204		's making		make	c		present	A		present	yes	yes			T
book126		'm checking		check	c		present	A		present	no	no			T
book87		was me standing		stand			NOT progressive	A		past	yes	no			T
book229		was empty and riding		ride high			past	A		past	yes	no			T
book27		was tanning		tan			past	A		past	yes	no			T
book229		am not extracting		extract		n	present	A		general	yes	yes			T
book154		's get going		go	c		NOT progressive	A		present	yes	no			T
book136		was playing		play			past	A		past	yes	no			T
book244		been following		follow			perfect	A		past	yes	no			T
book91		'm just getting		get	c		present	A		present	yes	no	gradual change		T
book65		was thinking		think			past	A		past	yes	no			T
book45		were sitting		sit			past	A		past	yes	no			T
book113		're looking		look for	c		present	A		present	yes	no			T
book238		been plugging		plug away	c		perfect	A		past	yes	no	framing		T
book199		was being		put about			past	P		past	yes	no			T
book261		're confusing		confuse	c		present	A		present	yes	no			T
book136		were off and moving		move			NOT progressive	A		past	yes	no			T
book98		am sending		send back			present	A		present	no	no			T
book5		was losing		lose			past	A		past	no	yes			T
book182		is flaming		flame			present	A		present	yes	no			T
book92		was standing		stand			past	A		past	yes	no	reported speech/thought		T
book36		been drinking		drink			perfect	A	q	past	yes	no			T
book209		'm still bleeding		bleed	c		present	A		present	yes	no			T
book201		was talking		talk			past	A		past	yes	no	framing		T
book47		was thinking		think			past	A		past	yes	no			T
book116		're going		go	c		GOING TO	A		present	yes	no			T
book168		're going		go	c		GOING TO	A		present	yes	no			T
book88		was under them, stretching		stretch			NOT progressive	A		past	yes	no			T
book42		's troubling		trouble	c		present	A		present	yes	no			T
book267		was thinking		think			past	A		past	yes	no	framing		T
book65		was just trying		try			past	A		past	yes	no			T
book212		was crying		cry			past	A		past	yes	no			T
book98		was now standing		stand			past	A		past	yes	no			T
book18		was more than me storing		store			NOT progressive	A		past	yes	no			T
book251		were talking		talk			past	A		past	yes	no			T
book221		was nothing wrong in telling		nothing		n	NOT progressive	A		past	yes	no			T
book148		be shouting and screaming		shout			NOT progressive	A		modal/infinitive	yes	no			T
book119		was getting		get			past	A		past	yes	no	gradual change		T
book195		was playing		play			past	A		past	yes	no	framing		T
book66		was taking		take revenge			past	A		past	unclear	no			T
book201		are ways of dealing		deal			NOT progressive	A		present	yes	no			T
book267		were going		go			GOING TO	A		past	yes	no			T
book164		're going		go	c		GOING TO	A		present	yes	no			T
book276		was going		go			GOING TO	A		past	yes	no			T
book228		was missing		miss			past	A		past	yes	no			T
book168		been sending		send			perfect	A		past	no	yes			T
book134		're doing, putting		do	c		present	A	q	present	yes	no			T
book193		been fairly unsuccessful in hiding		hide			NOT progressive	A		perfect	yes	no			T
book48		're being		be	c		present	A		present	no	no			T
book234		are you thinking		think			present	A	q	present	yes	no			T
book207		was just outside, prancing		prance			NOT progressive	A		past	yes	no			T
book84		were speaking		speak			past	A		past	yes	no			T
book284		'm going		go	c		GOING TO	A		present	yes	no			T
book71		were no bees flying		fly			NOT progressive	A		past	yes	no			T
book150		was staring		stare at			past	A		past	yes	no			T
book183		was sending		send			past	A		present	no	no	reported speech/thought		T
book250		were taking		take			past	A		past	yes	no			T
book8		was a row of climbing		climb			NOT progressive	A		past	yes	no			T
book0		are going		go			present	A		present	yes	no			T
book92		was just wondering		wonder			past	A		past	yes	no	framing		T
book193		were being		be			past	A		hypothetical	yes	no			T
book211		was breathing		breathe			past	A		past	yes	no			T
book76		was saying		say			past	A		past	yes	no			T
book53		was no getting		get			NOT progressive	A		past	yes	no			T
book252		's a fact: going		go	c		NOT progressive	A		present	yes	no			T
book238		was fighting		fight			NOT progressive	A		past	yes	no			T
book152		is thinking		think			present	A		present	yes	no		narrator's/speaker’s impression	T
book117		were going		go			GOING TO	A		past	yes	no			T
book115		were going		go			past	A		past	yes	no			T
book146		wasn't working		work	c	n	past	A		past	yes	no			T
book285		was quivering		quiver			past	A		past	yes	no			T
book75		's coming		come in	c		present	A		present	yes	no			T
book284		'm going		go	c		GOING TO	A		present	yes	no			T
book50		is what they are doing		do			present	A		present	yes	no			T
book156		was going		go			GOING TO	A		past	yes	no			T
book10		were actually clinging		cling on			past	A		past	yes	no			T
book212		were mounting		mount up			past	A		past	yes	no			T
book298		was standing		stand			past	A		past	yes	no			T
book221		were coming		come			past	A		present	no	no	reported speech/thought		T
book269		were they going		go			past	A	q	past	yes	no			T
book191		is wrestling		wrestle			NOT progressive	A		present	yes	no			T
book66		're leaving		leave	c		present	A		present	no	no			T
book236		was working		work away			past	A		past	yes	no			T
book290		been daydreaming		daydream			perfect	A	q	past/present	yes	no			T
book152		're watching		watch	c		present	A		present	yes	no		narrator's/speaker’s impression	T
book203		are we going		go			GOING TO	A		present	yes	no			T
book68		been pondering		ponder	c		perfect	A		past/present	yes	no			T
book299		is snoring		snore			present	A		present	yes	no			T
book118		been working		work on			perfect	A		past/present	yes	no			T
book101		was the crying		cry			NOT progressive	A		past	yes	no			T
book117		was going		go			GOING TO	A		past	yes	no			T
book145		's shining		shine	c		NOT progressive	A		present	yes	no			T
book204		been digging		dig			perfect	A		past	yes	unclear			T
book17		are holding		hold			present	A		present	yes	no			T
book291		was not, when misbehaving		misbehave		n	NOT progressive	A		past	yes	no			T
book279		was never going		go			GOING TO	A		past	yes	no			T
book58		were shouting		shout			past	A		past	no	yes			T
book42		am trying		try			present	A		present	yes	no			T
book65		are you following		follow			present	A	q	present	yes	no			T
book171		was still talking		talk			past	A		past	yes	no			T
book272		're taking		take	c		present	A		present	yes	no			T
book48		's only going		go	c		GOING TO	A		present	yes	no			T
book25		were welling		well up			past	A		past	yes	no			T
book118		're giving		give in	c		present	A	q	present	no	no	emphasis/shock		T
book94		be no resisting		resist			NOT progressive	A		modal/infinitive	yes	no			T
book125		was staring		stare at			past	A		past	yes	no			T
book242		was silent, staring		stare			NOT progressive	A		past	yes	no			T
book180		was still slowly rising		rise			past	A		past	yes	no	gradual change		T
book39		be doing		do			NOT progressive	A		past	yes	no			T
book160		was running		run			past	A		past	yes	no			T
book232		is fer		NA			NOT progressive	A		present	yes	no			T
book19		's going		go	c		GOING TO	A		present	yes	no			T
book269		were pushing and jostling		push			past	A		past	no	yes			T
book94		were always growing		grow			past	A		past	yes	no	gradual change		T
book266		was a matter of fighting		fight			NOT progressive	A		past	yes	no			T
book100		was saying		say			past	A		past	no	no			T
book87		was making		make			past	A		past	yes	no			T
book266		was the jingling		jingle			NOT progressive	A		past	yes	no			T
book114		was wearing		wear			past	A		past	yes	no			T
book230		been making		make			perfect	A		perfect	yes	no			T
book49		was happening		happen			past	A		past	yes	no			T
book264		was saving		save			past	A		past	yes	no			T
book173		were trying		try			past	A		hypothetical	yes	no			T
book209		wasn't thinking		think	c	n	past	A		past	yes	no			T
book265		was speaking		speak			past	A		general	yes	no	framing		T
book106		wasn't planning on having		plan	c	n	past	A		present	yes	no	reported speech/thought		T
book127		's grinning		grin	c		present	A		present	yes	no			T
book50		is a moving		move			NOT progressive	A		present	yes	no			T
book68		was changing, resuming		change			past	A		past	yes	no	gradual change		T
book4		is rapidly running		run out			present	A		present	yes	no			T
book146		been stealing		steal			perfect	A	q	past	no	unclear			T
book119		was the point in wiping		wipe			NOT progressive	A		past	yes	no			T
book221		're going		go	c		present	A		present	no	no			T
book180		was getting		get			past	A		past	yes	no	gradual change		T
book10		was now scrambling		scramble			past	A		past	yes	no			T
book212		were roaming		roam about			past	A		hypothetical	yes	no			T
book122		are misleading		mislead			present	A		present	no	yes	emphasis/shock		T
book228		'm not rolling		roll around	c	n	present	A		present	yes	yes			T
book133		's worse–letting		let	c		NOT progressive	A		present	yes	no			T
book284		'm begging		beg	c		present	A		present	no	yes			T
book28		be bunting		bunting			NOT progressive	A		modal/infinitive	yes	no			T
book119		be a sitting		sit			NOT progressive	A		modal/infinitive	yes	no			T
book212		was not going		go		n	GOING TO	A		past	yes	no			T
book86		was going		go for			past	A		past	no	no			T
book7		were starving		starve			past	A		past	yes	no	framing		T
book182		was asking		ask			past	A		past	no	no			T
book294		am I going		go			GOING TO	A		present	yes	no			T
book0		is still living		live			present	A		present	yes	no		narrator's/speaker’s impression	T
book259		was leaving		leave			past	A		past	no	no			T
book211		's going		go	c		present	A		future	no	no			T
book165		were looking		look at			past	A		past	yes	no			T
book214		are you going		go away			present	A	q	future	no	no			T
book24		were we talking		talk about			past	A	q	past	yes	no			T
book287		was looking		look at			past	A		past	yes	no			T
book233		been or was going		go			perfect	A		past	no	unclear			T
book175		weren't any plants getting		get	c	n	NOT progressive	A		past	yes	no			T
book125		was making		make			past	A		past	no	yes			T
book268		Are you saying		say			present	A	q	present	yes	no			T
book182		been bothering		bother			perfect	A		past/present	yes	yes			T
book76		been working		work	c		perfect	A		past/present	yes	unclear			T
book159		were standing		stand			past	A		past	yes	no			T
book208		's coming		come	c		present	A		present	yes	no			T
book188		be acting		act out			modal	A		past	yes	yes			T
book164		was standing		stand			past	A		past	yes	no			T
book144		was lying		lie			past	A		past	yes	no	framing		T
book9		's sucking		suck	c		present	A		present	yes	yes		hypothetical ref.?	T
book53		been working		work			perfect	A		past	yes	yes			T
book57		was looking		look			past	A		past	yes	no			T
book166		was behaving		behave			past	A		present	yes	no	reported speech/thought		T
book298		was grinning		grin			past	A		past	yes	no			T
book41		was saying		say			past	A		past	yes	no			T
book295		was still dancing		dance			past	A		past	yes	yes			T
book185		was causing		cause			past	A		past	yes	no			T
book73		weren't digging		dig	c	n	past	A		past	yes	no		reported thought?	T
book133		are you doing		do			present	A	q	present	yes	no			T
book100		was working		work			past	A		past	yes	no			T
book272		were amusing themselves by tumbling		amuse			past	A		past	yes	no			T
book218		're going		go	c		GOING TO	A		present	yes	no			T
book243		was being		beat up			past	P		past	yes	no	framing		T
book110		were rolling		roll over			past	A		past	yes	no			T
book259		was happening		happen			past	A		past	yes	no			T
book266		were lost in the sobbing		sob			NOT progressive	A		past	yes	no			T
book206		're digging		dig in	c		present	A		present	no	no			T
book48		was sitting		sit			past	A		past	yes	no			T
book75		Was he coming		come			present	A	q	past	no	no			T
book129		were just keeping		keep alive			past	A		past	yes	no			T
book244		was great, shining		shine			NOT progressive	A		past	yes	no			T
book161		were still thinking		think about			past	A		past	yes	no	framing		T
book280		was the turning		turn			NOT progressive	A		past	yes	no			T
book168		be keeping		keep			modal	A		present	yes	yes			T
book151		Are we going		go			GOING TO	A		present	yes	no			T
book190		am bursting		burst with			present	A		present	yes	no			T
book250		wasn't thinking		think of	c	n	past	A		past	yes	no	framing		T
book166		is running		run out			present	A		present	yes	no			T
book87		were dashing		dash			past	A	q	past	yes	no	framing		T
book264		was sitting		sit			past	A		past	yes	no			T
book219		was kneeling		kneel			past	A		past	yes	no			T
book123		'm going		go	c		GOING TO	A		present	yes	no			T
book260		'm sleeping		sleep	c		present	A		present	yes	no			T
book169		was standing		stand			past	A		past	yes	no			T
book299		was being		call			past	P		past	yes	no	reported speech/thought		T
book11		be helping		help			catenative	A		present	yes	no			T
book34		be helping		help			NOT progressive	A		present	yes	no			T
book79		been prowling		prowl			perfect	A		past	yes	yes			T
book168		be quite alone, sitting		sit			NOT progressive	A		modal/infinitive	yes	no			T
book15		's tiring		tire	c		NOT progressive	A		present	yes	no			T
book39		am I saying		say			present	A	q	present	unclear	no			T
book48		was fighting		fight			past	A		past	yes	unclear			T
book217		am not going		go		n	GOING TO	A		present	yes	no			T
book142		Are you going		go			GOING TO	A		present	yes	no			T
book259		are we wasting		waste			present	A	q	present	yes	no			T
book276		was even better looking		look			NOT progressive	A		past	yes	no			T
book133		's definitely driving		drive	c		present	A		present	yes	no			T
book217		was heading		head			past	A		past	yes	no			T
book278		be doing		do			NOT progressive	A		past	yes	no			T
book240		was thinking		think			past	A		present	yes	no	reported speech/thought		T
book63		were going		go			past	A		past	yes	no			T
book209		're going		go	c		GOING TO	A		present	yes	no			T
book177		be losing it...going		lose			modal	A		present	yes	no			T
book109		was proving		prove			past	A		past	yes	no			T
book53		is not according		accord		n	present	A		present	yes	no			T
book238		's doing		do	c		present	A		present	yes	no			T
book151		was holding		hold			past	A		past	yes	no			T
book166		'm hoping		hope	c		present	A		present	yes	no			T
book252		are you going		go			GOING TO	A		present	yes	no			T
book81		be saying		say			modal	A		hypothetical	no	no			T
book34		Aren't you coming		come out	c	n	present	A	q	future	no	no			T
book216		are arriving		arrive			present	A		present	no	yes			T
book179		was saying		say			past	A		past	no	no			T
book1		'm going		go	c		GOING TO	A		present	yes	no			T
book254		was going		go			GOING TO	A		past	yes	no			T
book136		'm still getting		get used	c		present	A		present	yes	no			T
book58		was only joking		joke			past	A		past	yes	no			T
book47		was going		go on			past	A		past	yes	no			T
book122		been gathering		gather			perfect	A		past	yes	no			T
book92		was keeping		keep pace			past	A		past	yes	no			T
book167		was holding		hold			past	A		past	yes	no			T
book264		'm depending		depend on	c		present	A		present	yes	no			T
book69		was going		go			GOING TO	A		past	yes	no			T
book137		is coming		come			present	A		future	no	no			T
book73		be seeing		see			modal	A		future	no	no			T
book17		is planning		plan			present	A	q	present	yes	no			T
book136		's urging, imprisoning		urge	c		NOT progressive	A		present	yes	no			T
book124		was standing		stand			past	A		past	yes	no			T
book227		are hammering		hammer			present	A		present	yes	yes			T
book272		was languishing		languish			past	A		hypothetical	yes	no			T
book223		was longing		long			past	A		past	yes	no			T
book213		are going yellow from encroaching		go			present	A		present	yes	no	gradual change		T
book284		was going		go			GOING TO	A		past	yes	no			T
book205		was lying		lie			past	A		past	yes	no			T
book29		were waiting		wait			past	A		past	yes	no			T
book146		been looking		look around			perfect	A		hypothetical	yes	no			T
book242		was practicing		practice			past	A		hypothetical	yes	no			T
book41		're building		build	c		present	A		present	yes	no			T
book18		was smoking		smoke			past	A		past	yes	no			T
book280		is entertaining		entertain			present	A		present	yes	yes			T
book172		was licking		lick			past	A		past	no	no			T
book279		is traveling		travel			present	A		present	yes	no			T
book67		was beginning		begin			past	A		past	yes	no	gradual change		T
book179		were left hanging		hang			NOT progressive	A		past	yes	no			T
book165		's happening		happen	c		present	A	q	present	yes	no			T
book103		's going		go	c		GOING TO	A		present	yes	no			T
book172		was showing		show			past	A		past	no	no			T
book119		are, risking		risk			NOT progressive	A		present	yes	no			T
book10		was insisting on having		insist			past	A		past	yes	yes			T
book72		was growing		grow			past	A		past	yes	no	gradual change		T
book148		're sniggering		snigger	c		present	A		present	yes	no			T
book134		were pushing		push			past	A		past	yes	no			T
book60		're talking		talk about	c		present	A	q	present	yes	no			T
book36		was hanging		hang			past	A		past	yes	no			T
book56		's building		build	c		present	A		present	yes	yes			T
book135		was still holding		hold			past	A		past	yes	no			T
book45		were recalling		recall			past	A		past	no	yes			T
book177		was watching		watch			past	A		past	yes	no			T
book46		Am I going		go			present	A	q	present	yes	no			T
book278		was thinking		think of			past	A		past	yes	yes	framing		T
book207		's turning		turn into	c		present	A		present	yes	no	gradual change		T
book269		was standing		stand			past	A		past	yes	no			T
book2		are better at filling		fill			NOT progressive	A		present	yes	no			T
book25		're gorging		gorge on	c		present	A	q	present	yes	no			T
book24		's he attacking		attack	c		present	A	q	present	no	no			T
book259		be facing		face			modal	A		future	yes	unclear			T
book96		wasn't time for listening		listen	c	n	NOT progressive	A		past	yes	no			T
book157		're doing		do	c		present	A		present	yes	no			T
book25		were running		run down			past	A		past	yes	no			T
book123		was choking		choke up			past	A		past	yes	no			T
book0		is killing		kill			present	A		present	yes	no			T
book126		're talking		talk about	c		present	A		general	yes	no		hypothetical ref.?	T
book62		's going		go	c		GOING TO	A		present	yes	no			T
book245		were going		go in			past	A		past	no	yes			T
book176		be going		go			modal	A		present	yes	no			T
book264		were leaping		leap			past	A		past	yes	yes	gradual change		T
book271		are you trying		try			present	A	q	present	yes	no			T
book71		's going to be dancing		go	c		GOING TO	A		modal/infinitive	yes	no			T
book90		was going		go on			past	A		past	yes	no			T
book240		were not practicing		practice		n	past	A		past	yes	yes			T
book275		was cloying		cloy			NOT progressive	A		past	yes	no			T
book30		was nearing		near			past	A		past	yes	no			T
book183		being interviewed, getting		interview			present	P		present	yes	no	framing		T
book200		was dying		die			past	A		hypothetical	unclear	no			T
book104		are going		go			GOING TO	A		present	yes	no			T
book228		was good old Norton putting		put			NOT progressive	A		past	yes	no			T
book287		was running		run			past	A		past	yes	no			T
book263		be doing		do			modal	A		present	yes	no	reported speech/thought		T
book295		was pulsing		pulse			past	A		past	yes	no			T
book173		is growing		grow			present	A		present	yes	no	gradual change		T
book209		was going		go on			past	A		past	yes	yes			T
book59		was whipping		whip off			past	A		past	yes	no			T
book93		were saying		say			past	A		past	no	no			T
book263		was going		go on			past	A		past	yes	no	framing		T
book69		were sharing		share			past	A		present	yes	no	reported speech/thought		T
book95		is because they are trying		try			present	A		general	yes	no			T
book120		was coming		come			past	A		future	yes	no	reported speech/thought		T
book125		were pretending		pretend			past	A		past	yes	no			T
book150		was still grasping		grasp			past	A		past	yes	no			T
book35		be creeping		creep			NOT progressive	A		modal/infinitive	yes	no			T
book138		was rolling		roll			past	A		past	no	no			T
book277		were going		go			GOING TO	A		past	yes	no			T
book247		been going		go			perfect	A		past	yes	no			T
book49		was hoping		hope			past	A		past	yes	no			T
book230		be worrying		worry	c		modal	A		hypothetical	yes	no			T
book200		am breaking		break through			present	A		present	no	no			T
book141		're going		go	c		GOING TO	A		present	yes	no			T
book269		was by shovelling		shovel			NOT progressive	A		past	yes	no			T
book106		was being		paint			past	P		past	yes	no	framing		T
book118		're going		go	c		GOING TO	A		present	yes	no			T
book113		's not working		work	c	n	present	A		present	yes	no			T
book207		was watching		watch			past	A	q	past	yes	no			T
book0		were waiting		wait			past	A		past	yes	no	framing		E
book1		is thinking		think			present	A		future	no	yes			E
book2		are so afraid of revealing		reveal			NOT progressive	A		present	yes	no			E
book4		was going		go on			past	A		past	yes	no			E
book5		were going		go			GOING TO	A		past	yes	no			E
book5		is the room giving		give on			NOT progressive	A		present	yes	no			E
book7		were open and staring		stare			past	A		past	yes	no	framing		E
book7		wasn't joking		joke	c	n	past	A		past	yes	no			E
book8		be kneeling		kneel			catenative	A		modal/infinitive	yes	no			E
book8		was not referring		refer		n	past	A		past	yes	yes			E
book9		was lying		lie			past	A		past	yes	no	framing		E
book9		're not going		go	c	n	GOING TO	A		present	yes	no			E
book9		's making		make	c		present	A		present	yes	no			E
book10		're going		go	c		GOING TO	A		present	yes	no			E
book10		'm not taking		take	c	n	present	A		future	no	no			E
book11		's going		go	c		GOING TO	A		present	yes	no			E
book11		be a matter of enlarging		enlarge			NOT progressive	A		modal/infinitive	yes	no			E
book12		been beating		beat			perfect	A		past	yes	no			E
book12		'm just going		go	c		GOING TO	A		present	yes	no			E
book14		is wearing		wear			present	A		general	yes	no			E
book14		's coming		come	c		present	A		present	yes	no			E
book15		'm going		go	c		GOING TO	A		present	yes	no			E
book16		was becoming		become			past	A		past	yes	no	gradual change		E
book16		was causing		cause			past	A		past	yes	yes			E
book17		was still hunting		hunt			past	A		past	yes	no	framing		E
book17		was entertaining		entertain			past	A		past	yes	no			E
book18		'm not telling		tell	c	n	present	A		future	yes	no			E
book18		'm only just beginning		begin	c		present	A		present	no	no	gradual change		E
book18		was having trouble communicating		have			past	A		past	yes	yes			E
book19		am going		go			GOING TO	A		present	yes	no			E
book19		's going		go on	c		present	A	q	present	yes	no			E
book19		wasn't weeping		weep	c	n	past	A		past	yes	no			E
book19		was knitting		knit			past	A		past	yes	no			E
book21		be putting		put			modal	A		hypothetical	yes	yes			E
book22		wasn't rubbing		rub in	c	n	past	A		hypothetical	yes	yes			E
book23		'm selling		sell	c		present	A		present	yes	no			E
book23		was stalking		stalk up			past	A		past	yes	no			E
book24		is giving		give			present	A		present	yes	no			E
book24		's so boring		bore	c		NOT progressive	A		present	yes	no			E
book25		be having		have			catenative	A		modal/infinitive	yes	no			E
book25		was laughing		laugh			past	A		past	yes	no	framing		E
book26		're heading		head	c		present	A		present	yes	no			E
book27		was looking		look for			past	A		past	yes	no			E
book27		been working		work			perfect	A		past	yes	no			E
book27		were close to driving		drive			NOT progressive	A		past	yes	no			E
book28		'm reading		read	c		present	A		present	yes	no			E
book28		'm not complaining		complain	c	n	present	A		present	yes	no			E
book30		were moving		move			past	A		past	yes	no	framing		E
book32		was a lot of crossing		cross			NOT progressive	A		past	yes	no			E
book32		is like taking		take			NOT progressive	A		present	yes	no			E
book32		be standing		stand			modal	A		general	yes	no			E
book32		're dealing		deal	c		present	A		present	yes	no			E
book32		was used to people claiming		claim			catenative	A		past	yes	no			E
book33		'm going		go	c		GOING TO	A		present	yes	no			E
book33		been working		work out			perfect	A		past	yes	yes			E
book33		was crawling		crawl			past	A		past	yes	no			E
book33		was standing		stand			past	A		past	yes	no			E
book34		were shrinking		shrink			past	A		past	yes	no	gradual change		E
book37		was carrying		carry			past	A		past	yes	no			E
book37		are searching		search			present	A		present	yes	no			E
book38		are happening		happen			present	A		present	yes	yes			E
book38		was wearing		wear			past	A		past	yes	no			E
book39		is - Going		go			GOING TO	A		present	yes	no			E
book39		is s - sending		send			present	A		present	no	yes			E
book40		'm going		go	c		GOING TO	A		present	yes	no			E
book40		were going		go on			past	A		past	yes	yes			E
book41		wasn't going		go	c	n	GOING TO	A		past	yes	no			E
book41		's going		go	c		present	A		future	yes	no			E
book41		was certainly acting		act			past	A		past	yes	no			E
book41		're nearly hearing		hear	c		present	A		present	yes	no			E
book42		was some muttering, swearing		mutter			NOT progressive	A		past	yes	no			E
book42		are causing		cause			present	A		present	yes	no			E
book43		been holding		hold			perfect	A		past/present	yes	no			E
book44		are going		go			GOING TO	A		present	yes	no			E
book44		was going		go			GOING TO	A		past	yes	no			E
book44		're not going		go	c	n	GOING TO	A		present	yes	no			E
book46		were streaming		stream			past	A		past	yes	no			E
book46		was already tracking and predicting		track			past	A		past	yes	yes			E
book47		were looking		look			past	A		past	yes	no			E
book48		'm getting		get	c		present	A		future	no	no			E
book49		's holding		hold	c		present	A		present	yes	no			E
book49		're pulling		pull	c		present	A		present	yes	no			E
book50		was staring		stare			past	A		past	yes	no			E
book51		be snip-ping		snip			modal	A		hypothetical	no	yes			E
book51		're still working		work	c		present	A		general	yes	yes			E
book52		was so intent on trying		try			catenative	A		past	yes	no			E
book52		was always someone muttering		mutter			catenative	A		past	yes	no			E
book52		was settling		settle down			past	A		past	yes	no			E
book52		was reaching		reach up			past	A		past	yes	no			E
book53		're sort of waving		wave	c		present	A		present	yes	yes			E
book54		were probably running		run			past	A		past	yes	no	framing		E
book55		were three little knurled winding		wind			NOT progressive	A		past	yes	no			E
book55		're a sleeping		sleep	c		present	A		general	yes	no			E
book55		was growling		growl			past	A		past	yes	no			E
book55		is a coming		come			present	A		general	yes	no			E
book56		was being		hold			past	P		past	yes	no			E
book56		were waiting		wait			past	A		past	yes	no			E
book57		'm sure he keeps telling		tell	c		catenative	A		present	yes	no			E
book58		are still fighting		fight			present	A		past/present	yes	yes			E
book58		'm doing		do	c		present	A	q	present	yes	no			E
book59		was, leaning		lean			past	A		past	yes	no		last	E
book59		are still digging		dig			present	A		present	yes	no			E
book60		were whistling		whistle			past	A		past	yes	no			E
book60		been a bit quicker fetching		fetch			NOT progressive	A		perfect	yes	no			E
book60		's seeing		see to	c		present	A		present	yes	no			E
book61		're you talking		talk	c		present	A	q	present	yes	no			E
book62		are looking		look			present	A		present	yes	no			E
book62		be existing		exist			modal	A		future	no	no			E
book63		were seven Mathemagicians standing		stand			NOT progressive	A		past	yes	no			E
book63		's learning		learn	c		NOT progressive	A		present	yes	no			E
book64		were going		go			GOING TO	A		past	yes	no			E
book65		was reading		read			past	A		past	yes	no			E
book67		're being		be	c		present	A		present	yes	unclear			E
book69		was going		go			GOING TO	A		past	yes	no			E
book70		were just a disappearing		disappear			NOT progressive	A		past	yes	no			E
book71		was happening		happen			past	A		past	yes	no			E
book71		was thinking		think			past	A		past	yes	yes			E
book73		were carrying		carry			past	A		hypothetical	yes	yes			E
book73		'm not joking		joke	c	n	present	A		present	yes	no			E
book74		are listening		listen			present	A		present	yes	no			E
book74		's doing		do	c		present	A		present	yes	no			E
book75		been going		go on			perfect	A		past	yes	yes			E
book75		'm going		go	c		present	A		future	no	no			E
book75		were going		go			past	A		future	yes	no	reported speech/thought		E
book75		're going to be meeting		go	c		GOING TO	A		modal/infinitive	yes	no			E
book75		was just exaggerating		exaggerate			past	A		hypothetical	no	no			E
book75		be living		live			modal	A		future	yes	no			E
book75		be staying		stay			modal	A		future	yes	no			E
book75		's going		go	c		GOING TO	A		present	yes	no			E
book75		was going		go			GOING TO	A		past	yes	no			E
book76		was he dipping		dip			past	A	q	past	unclear	unclear			E
book79		was hoping		hope			past	A		past	no	no	politeness/softening		E
book79		were starting		start			past	A		past	no	no	gradual change		E
book79		Are you telling		tell			present	A	q	present	yes	no	emphasis/shock		E
book81		're still looking		look	c		present	A		present	yes	no			E
book81		was going		go on			past	A		past	yes	no			E
book81		's the cold weather getting		get	c		NOT progressive	A		present	yes	no			E
book82		was growing		grow up			past	A		past	yes	no	gradual change		E
book83		was doing		do			past	A		past	yes	no			E
book84		are going		go			present	A		future	no	no			E
book84		wasn't slapping		slap	c	n	past	A		general	no	yes			E
book84		been thinking		think			perfect	A	q	past	yes	yes			E
book86		was like going		go			NOT progressive	A		past	yes	no			E
book87		are appreciating		appreciate			present	A		present	yes	no			E
book87		was holding		hold			past	A		past	yes	no			E
book89		was going		go			past	A		past	yes	no			E
book89		be wanting		want			modal	A		future	no	no			E
book90		was barely moving		move			past	A		past	yes	no			E
book90		was flowing		flow			past	A		past	yes	no			E
book91		wasn't feeding		feed	c	n	past	A		past	yes	no			E
book91		was muttering		mutter			past	A		past	yes	no	framing		E
book91		was thinking more of introducing		think			past	A		past/present	no	no			E
book93		was sniffing		sniff			past	A		past	yes	no			E
book93		're learning		learn	c		present	A		present	yes	yes			E
book94		're not lying		lie	c	n	present	A	q	present	yes	no			E
book95		be ringing		ring			modal	A		future	yes	no			E
book95		'm going		go	c		GOING TO	A		present	yes	no			E
book95		be swinging		swing			modal	A		general	yes	yes			E
book95		was calling		call			past	A		past	no	yes	framing		E
book95		was beating		beat			past	A		past	yes	no	framing		E
book95		was being		be			past	A		past	yes	no			E
book95		wasn't shaking		shake	c	n	past	A		past	yes	no			E
book96		's going		go on	c		present	A		general	yes	yes			E
book96		were getting		get			past	A		past	yes	no	gradual change		E
book97		'm going		go	c		present	A		future	yes	no			E
book98		be hiding		hide			modal	A		present	yes	no			E
book98		was ringing		ring			past	A		past	yes	no			E
book99		been living		live			perfect	A		past/present	yes	no			E
book100		is going		go			GOING TO	A		present	yes	no		last	E
book100		is the possibility of eliminating		eliminate			present	A		present	yes	no			
book100		're going		go	c		present	A		present	yes	no			
book101		was salivating		salivate			past	A		past	yes	no			
book101		is the blinding		blind			present	A		present	yes	no			
book101		is that, getting		get			present	A		present	yes	no			
book101		'm going		go	c		present	A		present	yes	no			
